content,new,sentiment
Creo que hay un tipo de ghosteo en el cual uno asume que el otro no quiere más nada y el otro asume lo mismo pero al final los dos si querían pero no lo comunican y mueren,"['creo', 'tipo', 'ghosteo', 'asume', 'quiere', 'ms', 'asume', 'mismo', 'final', 'queran', 'comunican', 'mueren']",Negative
ATENCIÓN: La dictadura cubana está obligando a los trabajadores estatales y estudiantes de universidades a una movilización en apoyo a la dictadura. Están amenazando que si no van perderán su trabajo o quedarán expulsados de la universidad. DIFUNDAMOS. #SOSCuba 🇨🇺,"['atencin', 'dictadura', 'cubana', 'obligando', 'trabajadores', 'estatales', 'estudiantes', 'universidades', 'movilizacin', 'apoyo', 'dictadura', 'estn', 'amenazando', 'perdern', 'trabajo', 'quedarn', 'expulsados', 'universidad', 'difundamos', 'soscuba']",Negative
"Negativo a Covid
Positivo en enculamiento","['negativo', 'enculamiento', 'covid', 'positivo']",Negative
"Tú no tienes, yo pago. Tú no puedes venir, yo te busco. Tú no estás bien hoy, yo te escucho. Necesitas ayuda, te la doy. Y viceversa. De eso se trata la amistad pero a muchas personas les queda grande esa palabra.","['pago', 'puedes', 'venir', 'busco', 'ests', 'bien', 'hoy', 'escucho', 'necesitas', 'ayuda', 'doy', 'viceversa', 'trata', 'amistad', 'muchas', 'personas', 'queda', 'grande', 'palabra']",Positive
Mi amorcito? Un bombón.,"['amorcito', 'bombn']",Positive
Pícale al ❤️ si quieres mi pack 😈 https://t.co/fJh0LgRkr8,"['pcale', 'quieres', 'pack']",Positive
la que te gusta le está haciendo una playlist a otro con música que vos le mostraste,"['gusta', 'haciendo', 'playlist', 'msica', 'mostraste']",Negative
"para mi una de las mejores cosas q hice fue cuando tenia 15 q estaba con uno d 19 y un dia organice una jodita y él se chapó con otra ahí nomas, fui a la pieza agarre su mochila jainsport nueva y la puse en el patio y alguien se la afanó Has Sido DESTRUIDO Por Una Quinceañera 💋","['mejores', 'cosas', 'q', 'hice', 'tenia', 'q', 'organice', 'jodita', 'chap', 'ah', 'nomas', 'pieza', 'agarre', 'mochila', 'jainsport', 'nueva', 'puse', 'patio', 'alguien', 'afan', 'sido', 'destruido', 'quinceaera']",Positive
"""No veo la hora de que abran los boliches""

Yo a las 2 am: https://t.co/qwWm6SLwbi","['veo', 'hora', 'abran', 'boliches']",Negative
"Ay qué cringe esos que suben la foto vacunados y le agradecen AL ESTADO PRESENTE. 100.000 muertos hermana, salí del cumple.","['cringe', 'suben', 'foto', 'vacunados', 'agradecen', 'presente', 'muertos', 'hermana', 'sal', 'cumple']",Positive
[TEORÍA] El Colo Barco es Bri Marcos https://t.co/kb3dZbf9se,"['teora', 'colo', 'barco', 'bri', 'marcos']",Positive
"URGENTE: La dictadura está llevando a Luis Manuel Otero Alcantara, líder del Movimiento San Isidro, a la prisión de máxima seguridad de Guanajay, un centro de torturas de la dictadura cubana. Están cruzando un límite, liberen a Luis Manuel, ya.","['urgente', 'dictadura', 'llevando', 'luis', 'manuel', 'otero', 'alcantara', 'lder', 'movimiento', 'san', 'isidro', 'prisin', 'mxima', 'seguridad', 'guanajay', 'centro', 'torturas', 'dictadura', 'cubana', 'estn', 'cruzando', 'lmite', 'liberen', 'luis', 'manuel']",Positive
Dato q a nadie le importa: amo sentarme en las mesadas de las cocinas,"['dato', 'q', 'nadie', 'importa', 'amo', 'sentarme', 'mesadas', 'cocinas']",Positive
Siempre hay un hijo menos favorito (?) https://t.co/oo8uv667W3,"['siempre', 'hijo', 'menos', 'favorito']",Positive
"📌 Corrientes y Bouchard, año 1931, hace 90 años. https://t.co/OH2VMGzizR","['corrientes', 'bouchard', 'hace']",Positive
"¿Tuvieron que pasar 8 meses para que nos escucharan? ¿Hace cuánto venimos insistiendo en que teníamos que recibir la donación de vacunas? Este gobierno, con su política del ""vamos viendo"", llega siempre tarde con las medidas que necesitan los argentinos.","['pasar', 'meses', 'escucharan', 'hace', 'cunto', 'venimos', 'insistiendo', 'tenamos', 'recibir', 'donacin', 'vacunas', 'gobierno', 'poltica', 'vamos', 'viendo', 'llega', 'siempre', 'tarde', 'medidas', 'necesitan', 'argentinos']",Negative
Por fin viernes *se acuesta a llorar toda la noche*,"['fin', 'viernes', 'acuesta', 'llorar', 'noche']",Negative
como me molesta la etapa de PRACTICAR cosas tipo quiero aprender a manejar pero si no soy toretto a las 2 horas me rindo,"['molesta', 'etapa', 'practicar', 'cosas', 'tipo', 'quiero', 'aprender', 'manejar', 'toretto', 'horas', 'rindo']",Negative
Estas son mis favoritas https://t.co/KWfZ5aXAEE,['favoritas'],Positive
"ES HOY, ES HOY!!!!!!!!! https://t.co/T3MKCufwiS","['hoy', 'hoy']",Positive
hoy le hice rcp a un cachorro y no sobrevivió sálganse del mundo quiero estar solo.,"['hoy', 'hice', 'rcp', 'cachorro', 'sobrevivi', 'slganse', 'mundo', 'quiero', 'solo']",Negative
Pero esto qué pelotas es yo me voy a la mierda https://t.co/heFmz8Clma,"['pelotas', 'voy', 'mierda']",Negative
"danna es lo máximo, es tan tierna y nos trató tan lindo ay noooo 😭❤️ https://t.co/oG7bw8oQ7s","['danna', 'mximo', 'tan', 'tierna', 'trat', 'tan', 'lindo', 'noooo']",Positive
"En los boliches de acá suena maria, tini y el duko JASJSJSJSJS
Lo cantan todos es una locura","['boliches', 'ac', 'suena', 'maria', 'tini', 'duko', 'cantan', 'locura', 'jasjsjsjsjs']",Positive
Se extrañaban y se juntaron devuelta https://t.co/FYvwvBqOkV,"['extraaban', 'juntaron', 'devuelta']",Positive
perfección https://t.co/quwVKgOJGo,['perfeccin'],Positive
nos acaba de parar la policía para que pongamos la macarena jajsjajjsjaj https://t.co/cRfWUWu4Cd,"['parar', 'polica', 'pongamos', 'macarena', 'jajsjajjsjaj']",Negative
"la conexión aún está, la oportunidad ya no.","['conexin', 'oportunidad']",Positive
Si el flaco no cambia cambias de flaco reina,"['flaco', 'cambia', 'cambias', 'flaco', 'reina']",Negative
Yo no caigo todavía. Voy a seguir subiendo fotos de Messi campeón de América 🤩🇦🇷🏆. https://t.co/fH1mlgCO30,"['caigo', 'todava', 'voy', 'seguir', 'subiendo', 'fotos', 'messi', 'campen', 'amrica']",Positive
Si estuviésemos juntos — Bad Bunny https://t.co/EH5UxeWIs1,"['estuvisemos', 'juntos', 'bad', 'bunny']",Positive
Ellos. https://t.co/xl9avVayMZ,[],Positive
Me amenazaron y todo eh y yo que no que no que no quiero una casa propia y ni regalada oye que no quiero https://t.co/TWmtuFYc2J,"['amenazaron', 'eh', 'quiero', 'casa', 'propia', 'regalada', 'oye', 'quiero']",Negative
Fav si sos el campeón de todo este territorio https://t.co/hEmzLO3dTx,"['fav', 'sos', 'campen', 'territorio']",Positive
a de paul le gusta el escabio más que cogerse a 200 millones de brasileros a la vez https://t.co/tVWHaPVaC7,"['paul', 'gusta', 'escabio', 'ms', 'cogerse', 'millones', 'brasileros', 'vez']",Positive
quiero que alguien me mire así https://t.co/LaAO4IfgFe,"['quiero', 'alguien', 'mire']",Positive
NO PASO NI UNA SEMANA JAJSKAKSISJ LOS AMO TANTO https://t.co/mJ3kbGOJMr,"['paso', 'semana', 'jajskaksisj', 'amo']",Positive
"- Lo siento pero te como nene
+ Emi
- Que te pasa estás cagado?
+ Emi par
- MIRAME ESTÁS CAGADO, YO TE CONOZCO
+ Emiliano es tu hijo

https://t.co/wYEA0IMFd4","['siento', 'emi', 'pasa', 'ests', 'emi', 'mirame', 'ests', 'cagado', 'emiliano', 'nene', 'cagado', 'conozco', 'hijo']",Positive
No ignores y mañana tendrás suerte en el dinero. https://t.co/35a69AZN89,"['ignores', 'maana', 'tendrs', 'suerte', 'dinero']",Positive
anillos quiero muchos anillos,"['anillos', 'quiero', 'anillos']",Positive
"No me falleis:
Rtt: 1
Fav: 2 https://t.co/tV7UDEEvP8","['fav', 'falleis', 'rtt']",Positive
"Como olvidar el dia en el que Rodri De Paul, le pidio una foto al colo Barco https://t.co/KTukaUoAts","['olvidar', 'rodri', 'paul', 'pidio', 'foto', 'colo', 'barco']",Positive
"Hoy iba a salir a andar ""tranqui"" en bici y termine en Potrerillos (80 km ida y vuelta desde mi casa) https://t.co/8rujLxFjlL","['hoy', 'iba', 'salir', 'andar', 'tranqui', 'bici', 'termine', 'potrerillos', 'km', 'ida', 'vuelta', 'casa']",Positive
2016 vs 2020 vs 2021 💛 https://t.co/ybqHTZ1f11,"['vs', 'vs']",Positive
aesthetic peste negra https://t.co/9LEkj1LJyR,"['aesthetic', 'negra']",Positive
Yo cuando veo una embarazada: https://t.co/zbFr5Wyfzd,"['veo', 'embarazada']",Negative
Uno me intentó robar y me dijo que si no tenía plata le haga una transferencia por mercado pago ????,"['intent', 'robar', 'dijo', 'tena', 'plata', 'haga', 'transferencia', 'mercado', 'pago']",Negative
"Que tal yo de candidata al Senado y encabezar una lista cerrada, cremallera, conformada por líderes sociales y activistas insignes de las comunidades indígenas, negras, ambientalistas, transgénero, animalistas, artistas, víctimas del conflicto y políticos honestos. ¡Qué parche!","['tal', 'candidata', 'senado', 'encabezar', 'lista', 'cerrada', 'cremallera', 'conformada', 'lderes', 'sociales', 'activistas', 'insignes', 'comunidades', 'indgenas', 'negras', 'ambientalistas', 'transgnero', 'animalistas', 'artistas', 'vctimas', 'conflicto', 'polticos', 'honestos', 'parche']",Positive
"Este chico se llama Samuel Olmeda, creó un dispositivo capaz de curar la ceguera estando en la Complutense de Madrid con tan solo 20 años. Pero no es un futbolista, así que no le den importacia. https://t.co/CS6optK1Zn","['chico', 'llama', 'samuel', 'olmeda', 'cre', 'dispositivo', 'capaz', 'curar', 'ceguera', 'complutense', 'madrid', 'tan', 'solo', 'futbolista', 'importacia']",Positive
"*me tatúo a dracula en la pierna* 

el tatuador: bueno para curarlo ya sabes, lo más importante que no le de el sol 

yo: https://t.co/QFUA8MbZAN","['tato', 'dracula', 'pierna', 'tatuador', 'bueno', 'curarlo', 'sabes', 'ms', 'importante', 'sol']",Positive
perdon x ver tu historia a los 39 seg no trngo nada mjr q hacer,"['perdon', 'x', 'ver', 'historia', 'trngo', 'mjr', 'q', 'hacer']",Negative
"- Viste el discurso de Cfk emocionante vamos a volver a ser felices 
- el medio kilo serían 1200 pesos","['viste', 'discurso', 'cfk', 'emocionante', 'vamos', 'volver', 'ser', 'felices', 'medio', 'kilo', 'seran', 'pesos']",Positive
Tranqui el campeón de América. https://t.co/QQufEjUC8A,"['tranqui', 'campen', 'amrica']",Positive
Mi novio y yo nos mudamos juntos en breves y mis mejores amigos nos han regalado una tarjeta regalo para el IKEA q me coman el culo los negacionistas del amor!!,"['novio', 'mudamos', 'juntos', 'breves', 'mejores', 'amigos', 'regalado', 'tarjeta', 'regalo', 'ikea', 'q', 'coman', 'culo', 'negacionistas', 'amor']",Negative
La humanización es total. https://t.co/Y56vAcMtgR,"['humanizacin', 'total']",Positive
Hay un cansancio que sólo se cura sentándose frente al mar.,"['cansancio', 'slo', 'cura', 'sentndose', 'frente']",Positive
julio nos ha metido 16 días en 2 horas,"['julio', 'metido', 'horas']",Positive
"Al fin viernessss

*Se duerme a las 11* https://t.co/UVFCpPvekM","['fin', 'duerme', 'viernessss']",Positive
Yo después de 2 vinos: https://t.co/fSEBd4XCcI,"['despus', 'vinos']",Positive
"Eres old, pero así de old? https://t.co/y52SN9ng2E","['old', 'old']",Positive
las casas por dentro https://t.co/FK381jIoJu https://t.co/EwdJ5LVeCt,"['casas', 'dentro']",Positive
disculpame si te ghostee asi es el miedo al compromiso champagne,"['disculpame', 'ghostee', 'asi', 'miedo', 'compromiso', 'champagne']",Negative
Te quiero. https://t.co/GYGLgNmGpy,['quiero'],Positive
Rt hasta el infinito. https://t.co/dR5fBAq41z,"['rt', 'infinito']",Positive
Dime cómo tratas a tus colaboradores y te diré quien eres.,"['dime', 'cmo', 'tratas', 'colaboradores']",Positive
"No importa la sencillez, si es con la persona que amas https://t.co/dsyc3AzpXP","['importa', 'sencillez', 'persona', 'amas']",Positive
tweet exclusivo solo para que bagley saque un paquete de estas galletitas https://t.co/Id1uEDEFXm,"['tweet', 'exclusivo', 'solo', 'bagley', 'saque', 'paquete', 'galletitas']",Positive
"disculpame, puede ser que seas... fanática de lo sensual?","['disculpame', 'puede', 'ser', 'fantica', 'sensual']",Negative
che todos están subiendo la foto de messi con la copa pero no es la misma foto de paredes pero editada?? https://t.co/V9PC1dNyfG,"['estn', 'subiendo', 'foto', 'messi', 'copa', 'misma', 'foto', 'paredes', 'editada']",Positive
"¡Bienvenido @ZormanVideos!

A ti no te voy a insultar, me caes bien, imbécil. https://t.co/qJkOa8Xdxk","['bienvenido', 'voy', 'insultar', 'caes', 'bien', 'imbcil', 'zormanvideos']",Positive
Hace unos meses en medio de mi Covid y el insomnio decidí hacer el examen para la carrera que siempre quise pero que a los 17 no me dejaron elegir. Hoy publicaron los resultados y pues sí entré 🥲♥️,"['hace', 'meses', 'medio', 'covid', 'insomnio', 'decid', 'hacer', 'examen', 'carrera', 'siempre', 'quise', 'dejaron', 'elegir', 'hoy', 'publicaron', 'resultados', 'pues', 'entr']",Positive
MI PAÍS https://t.co/AkdgubaGSv,[],Positive
QUE PINGO LES MOLESTA QUE SUBAN LA FOTO DE LA CARTILLA DE VACUNACION HACE DOS AÑOS ESPERAMOS LA RE MIL TROLA DE LA VACUNA Y OBVIO Q VAMOS A SACAR ESTUPIDO CERRA INSTAGRAM SI NO TE GUSTA PEDAZO DE GANZA APARTE AHORA SI NO TENES VACUNA NO TE COJEMO SABES BAÑATE Y VACUNATE,"['pingo', 'molesta', 'suban', 'foto', 'cartilla', 'vacunacion', 'hace', 'esperamos', 'mil', 'trola', 'vacuna', 'obvio', 'q', 'vamos', 'sacar', 'estupido', 'cerra', 'instagram', 'gusta', 'pedazo', 'ganza', 'aparte', 'ahora', 'tenes', 'vacuna', 'cojemo', 'sabes', 'baate', 'vacunate']",Negative
A mí abuela se le murió la mejor amiga de su infancia y no se lo podemos decir porque se va a deprimir la estamos cuidando como a Bilardo https://t.co/o5oadamEl9,"['abuela', 'muri', 'mejor', 'amiga', 'infancia', 'podemos', 'decir', 'deprimir', 'cuidando', 'bilardo']",Positive
no lo twitteo pero ojo a lo q le doy like,"['twitteo', 'ojo', 'q', 'doy', 'like']",Negative
Hablame de karma... https://t.co/tunETpskXE,"['hablame', 'karma']",Positive
Álvaro sí sabe encontrar soluciones democráticas a cualquier conflicto. Al menos 6402 personas podrían dar fe de ello…si estuvieran vivas. https://t.co/4yU77zkWsE,"['lvaro', 'sabe', 'encontrar', 'soluciones', 'democrticas', 'cualquier', 'conflicto', 'menos', 'personas', 'podran', 'fe', 'ellosi', 'vivas']",Positive
Hace tres semanas me sentía muy perra en Nueva York y hoy mi mamá no me quiso prestar 10 pesos para completar un elote. Las formas que tiene la vida de mantenerme humilde.,"['hace', 'tres', 'semanas', 'senta', 'perra', 'nueva', 'york', 'hoy', 'mam', 'quiso', 'prestar', 'pesos', 'completar', 'elote', 'formas', 'vida', 'mantenerme', 'humilde']",Negative
"Morra: no me gusta que me hagan sexo oral 😕

Vato: es porque no te lo han hecho bien😏

*procede a succionarle a la uretra*","['morra', 'gusta', 'hagan', 'sexo', 'oral', 'hecho', 'succionarle', 'uretra', 'vato', 'bien', 'procede']",Negative
desde que mando mails programados y le hago creer a la gente que me levanto a las 7 de la mañana mi calidad de vida aumentó un 5%,"['mando', 'mails', 'programados', 'hago', 'creer', 'gente', 'levanto', 'maana', 'calidad', 'vida', 'aument']",Positive
El antiguo arte de la amsiedat. https://t.co/CIYbu9fCoU,"['antiguo', 'arte', 'amsiedat']",Positive
"El tartufo dijo que deben remover al fiscal de Guanajuato por sus malos resultados, que si fuera empresa privada ya lo hubieran despedido. En ese caso, a él nunca lo hubieran elegido.","['tartufo', 'dijo', 'deben', 'remover', 'fiscal', 'guanajuato', 'malos', 'resultados', 'empresa', 'privada', 'despedido', 'caso', 'nunca', 'elegido']",Negative
te amo persona que hace que todos en el grupo se sientan incluidos,"['amo', 'persona', 'hace', 'grupo', 'sientan', 'incluidos']",Positive
"Chavales, hay paja. https://t.co/V5xT1cs3CC","['chavales', 'paja']",Positive
TE AMO INFINITO 💜🏹 https://t.co/cAsQ51Qekb,"['amo', 'infinito']",Positive
"chicos mañana se cumple una semana de la copa américa, salimos a las 21:21 a gritar el gol de di maría? avisen","['chicos', 'maana', 'cumple', 'semana', 'copa', 'amrica', 'salimos', 'gritar', 'gol', 'avisen']",Positive
Definición de Karma: https://t.co/ulOGKdzFIT,"['definicin', 'karma']",Positive
dejen de creer que la gente le tiene miedo al compromiso a nadie que está enamorado de verdad le da miedo eso esta es tu señal salí de ahí hermana no te quiere,"['dejen', 'creer', 'gente', 'miedo', 'compromiso', 'nadie', 'enamorado', 'verdad', 'miedo', 'seal', 'sal', 'ah', 'hermana', 'quiere']",Negative
"ayer le dije a mi hermano ""jaja viste q el tucu correa es de Tucumán"" y me dice ""y si pelotuda x eso le dicen tucu"" https://t.co/0BmeOcyf7w","['ayer', 'dije', 'hermano', 'jaja', 'viste', 'q', 'tucu', 'correa', 'tucumn', 'dice', 'pelotuda', 'x', 'dicen', 'tucu']",Positive
LO MEJOR DE TWITTER ES QUE SIEMPRE HAY ALGUIEN QUE SIENTE LO MISMO QUE VOS Y QUE LO EXPRESA MEJOR,"['mejor', 'twitter', 'siempre', 'alguien', 'mismo', 'expresa', 'mejor']",Positive
"Em post no perfil oficial de Elíte, Miguel Bernardeau, ator que interpreta o Guzmán, anuncia saída da série. https://t.co/c4BZJNBNvF","['post', 'perfil', 'oficial', 'elte', 'miguel', 'bernardeau', 'ator', 'interpreta', 'guzmn', 'anuncia', 'sada', 'srie']",Positive
no tengo covi me ahogue cn mi baba otra veZ,"['covi', 'ahogue', 'cn', 'baba', 'vez']",Negative
Por fin me han dado cita para vacunarme 😍 El sitio es un poco rato pero no pasa nada jajaja https://t.co/ieBRdIASZi,"['fin', 'dado', 'vacunarme', 'sitio', 'rato', 'pasa', 'jajaja']",Negative
lo que sube el // lo que sube ella https://t.co/TOSxDYh6iX,"['sube', 'sube']",Positive
No saben lo sincera que soy cuando estoy chupada así que por favor nunca me pregunten algo que me perjudique jajajajajajajajajaja,"['saben', 'sincera', 'chupada', 'favor', 'nunca', 'pregunten', 'perjudique', 'jajajajajajajajajaja']",Negative
no quiero tener una hija pq va a llegar la etapa de los 15 q va a salir con un feo q le va a arruinar la psiquis como nos pasó a todas,"['quiero', 'tener', 'hija', 'pq', 'llegar', 'etapa', 'q', 'salir', 'feo', 'q', 'arruinar', 'psiquis', 'todas']",Negative
la verdadera tension se nota cuando cantais canciones y os mirais en ciertas frases,"['verdadera', 'tension', 'nota', 'cantais', 'canciones', 'mirais', 'ciertas', 'frases']",Positive
"Lo adecuado es que @julioastillero haga un debate con quien está en su nivel, como Lord Molécula, Vicente Serrano, etc.
@CarlosLoret juega en primera línea, es mucha pieza para Julio. https://t.co/VifhndjR7T","['adecuado', 'julioastillero', 'haga', 'debate', 'nivel', 'lord', 'molcula', 'vicente', 'serrano', 'juega', 'primera', 'lnea', 'mucha', 'pieza', 'julio', 'etc', 'carlosloret']",Positive
el alcohol solo te empuja a hacer lo que ya querias hacer pero no te atrevias,"['alcohol', 'solo', 'empuja', 'hacer', 'querias', 'hacer', 'atrevias']",Negative
cuando me invitan a salir y llega el día https://t.co/O4IGpgM9fO,"['invitan', 'salir', 'llega']",Positive
filipinos blancos &gt;&gt;&gt;&gt;&gt; negros,"['filipinos', 'blancos', 'gtgtgtgtgt', 'negros']",Positive
Atendendo a pedidos https://t.co/x2brvwL6p0,"['atendendo', 'pedidos']",Positive
Ushuaia sin filtros. https://t.co/KM4QIBrkV6,"['ushuaia', 'filtros']",Positive
Umbrella tree 🌳 https://t.co/JaXNdHb7ZT,"['umbrella', 'tree']",Positive
"Si mi respuesta fuera ""Si"" Cual seria tu propuesta?🤔 https://t.co/vEfIDitL0A","['respuesta', 'propuesta']",Negative
Gracias https://t.co/ClAo4EdED0,['gracias'],Positive
"Romper un vínculo con alguien que querías pero no te hacía bien, es el acto más grande de amor propio que puedes hacer.","['romper', 'vnculo', 'alguien', 'queras', 'haca', 'bien', 'acto', 'ms', 'grande', 'amor', 'propio', 'puedes', 'hacer']",Positive
lei que hay gente que esta cogiendo y se saca el forro SIN AVISAR y sigue jfksjfjf que lo intenten nomas https://t.co/hP5EiuHb5G,"['gente', 'cogiendo', 'saca', 'forro', 'avisar', 'sigue', 'jfksjfjf', 'intenten', 'nomas']",Negative
INTERlude :( LADO B &lt;&lt;&lt; https://t.co/BRTEvV1k2g,"['interlude', 'lado', 'b', 'ltltlt']",Positive
"Calidad!👏🏻💪🏼
#Vacaciones https://t.co/ttMaQXZF1B","['calidad', 'vacaciones']",Positive
Ante cualquier pregunta que tengas: https://t.co/lWEIgiRxBQ,"['cualquier', 'pregunta']",Positive
Mijines!✌🏽por delante y mucho por ganar 💪🏽💪🏽 https://t.co/3igPwTYWr4,"['mijinespor', 'delante', 'ganar']",Positive
la verdadera caja feliz https://t.co/SAiS9gy97A,"['verdadera', 'caja', 'feliz']",Positive
disculpa si yo no levante 40 de fiebre ni me dolió todo el cuerpo después de vacunarme así es la sinopharm champagne,"['disculpa', 'levante', 'fiebre', 'doli', 'cuerpo', 'despus', 'vacunarme', 'sinopharm', 'champagne']",Negative
🎀 inferno 🎀 https://t.co/5EQLrngMKY,['inferno'],Positive
"Acaban de liberar a la periodista Camila Acosta. Esto demuestra como la presión a través de las redes sociales está siendo efectiva. No paremos. Tenemos que seguir levantando la voz por cada detenido que haya, mostrándole todo al mundo. #SOSCuba 🇨🇺","['acaban', 'liberar', 'periodista', 'camila', 'acosta', 'demuestra', 'presin', 'travs', 'redes', 'sociales', 'siendo', 'efectiva', 'paremos', 'seguir', 'levantando', 'voz', 'cada', 'detenido', 'mostrndole', 'mundo', 'soscuba']",Positive
Chismear con tu novio como señoras 📈📈📈,"['chismear', 'novio', 'seoras']",Negative
"EEUU confirma la donación de 3.500.000 dosis de Moderna al país. “Los amigos se conocen en los momentos difíciles” le dijo Alberto a Putin que le cobra 10 dólares por cada vacuna, mientras el enemigo americano se las ofrece gratis. Paradojas del relato.","['eeuu', 'confirma', 'donacin', 'dosis', 'moderna', 'amigos', 'conocen', 'momentos', 'difciles', 'dijo', 'alberto', 'putin', 'cobra', 'dlares', 'cada', 'vacuna', 'mientras', 'enemigo', 'americano', 'ofrece', 'gratis', 'paradojas', 'relato']",Positive
Cómo creo que voy a dar el final oral. // Cómo lo doy https://t.co/oxJ0xO5hI9,"['cmo', 'creo', 'voy', 'final', 'oral', 'cmo', 'doy']",Positive
"Mira que yo te conozco mocoso eh, sos adoptado pendejo https://t.co/Dzs57czZoF","['mira', 'conozco', 'mocoso', 'eh', 'sos', 'adoptado', 'pendejo']",Negative
Quédate con quien lo dijo y lo demostró.,"['qudate', 'dijo', 'demostr']",Positive
vivo en un 📉📈📉📈📉 constante,"['vivo', 'constante']",Positive
Buenas tardes les dejo un carpincho albino https://t.co/4dX1d5nMSX,"['buenas', 'tardes', 'dejo', 'carpincho', 'albino']",Positive
ya no se si puedo seguir pretendiendo que entiendo por qué dicen ese chiste d champagne,"['puedo', 'seguir', 'pretendiendo', 'entiendo', 'dicen', 'chiste', 'champagne']",Negative
Alguna vez os habéis sentido una mierda por como sois fisicamente? Pregunta seria,"['alguna', 'vez', 'habis', 'mierda', 'fisicamente', 'pregunta']",Negative
Se subió uno al tren y me pidió una palabra para hacer un rap y de los nervios me salió UNGÜENTO. Le hice más daño a la cultura callejera que cambiemos desde que maneja caba.,"['subi', 'tren', 'pidi', 'palabra', 'hacer', 'rap', 'nervios', 'sali', 'ungento', 'hice', 'ms', 'dao', 'cultura', 'callejera', 'cambiemos', 'maneja', 'caba']",Negative
La historia me persigue porque la convertí en sombra. https://t.co/DKPqIL8Yy5,"['historia', 'persigue', 'convert', 'sombra']",Positive
dice el horóscopo que te comas ésta,"['dice', 'horscopo', 'comas']",Negative
el que no se vacuna se la come,['vacuna'],Negative
"Bueno… mi experiencia con #buro no fue chevere. Con mis productos para mujer y el placer , me vetaron porque es sobre sexo 🙄 me pareció taaaannn perdidos en el tiempo y machista, q obviamente nunca mas volvi a intentar.","['bueno', 'experiencia', 'buro', 'chevere', 'productos', 'mujer', 'placer', 'vetaron', 'sexo', 'pareci', 'taaaannn', 'perdidos', 'tiempo', 'machista', 'q', 'obviamente', 'nunca', 'volvi', 'intentar']",Negative
"No te quiero enamorar, pero Gin &amp; Tonic en latita ❤️ https://t.co/yYBuleT0Hi","['quiero', 'enamorar', 'gin', 'amp', 'tonic', 'latita']",Positive
"Mi novia y yo cumplimos 2 años y 10 meses y renové el contrato, dijo que si😍😍🤤 https://t.co/nzGuGqcEje","['novia', 'cumplimos', 'meses', 'renov', 'contrato', 'dijo']",Positive
NUNCA hay que contar las cosas ANTES de hacerlas porque hay mucha energía negativa.,"['nunca', 'contar', 'cosas', 'hacerlas', 'mucha', 'energa', 'negativa']",Negative
"Menudo bombazo: investigadores de la UMU hallan un sarcófago de época visigoda en la necrópolis romana de Los Villaricos, en Mula, Murcia https://t.co/D9QDrZIjW2","['menudo', 'bombazo', 'investigadores', 'umu', 'hallan', 'sarcfago', 'poca', 'visigoda', 'necrpolis', 'romana', 'villaricos', 'murcia']",Positive
Para qué pedir el apoyo de un Querubín Rebelde  //  Si nos apoya un arcángel https://t.co/DRLUxvY1pV,"['pedir', 'apoyo', 'querubn', 'rebelde', 'apoya', 'arcngel']",Negative
Qué felices somos. https://t.co/qe04kfTtlT,['felices'],Positive
me parece fatal q uno d los efectos d tener la regla sea sentir q no vas a poder volver a ser feliz en tu vida,"['parece', 'fatal', 'q', 'efectos', 'tener', 'regla', 'sentir', 'q', 'poder', 'volver', 'ser', 'feliz', 'vida']",Negative
"Jajajajajaja weeeey un perrito husky se atoró en un árbol y la raza no pudo evitar hacer magia con photoshop 😂

✨amo el internet✨

Abro mini hilo https://t.co/a6UbVf7wGH","['jajajajajaja', 'weeeey', 'perrito', 'husky', 'ator', 'rbol', 'raza', 'pudo', 'evitar', 'hacer', 'magia', 'photoshop', 'mini', 'hilo', 'amo', 'internet', 'abro']",Positive
"los días pasan, los finales se acercan y yo en un cumple","['pasan', 'finales', 'acercan', 'cumple']",Positive
marca ela https://t.co/ENGalyxARC,['marca'],Positive
"Mientras Cuba pide libertad tras 62 años de tiranía socialista, y mientras el 96% de los venezolanos vive en pobreza tras 22 años de tiranía socialista, chilenos, peruanos y colombianos piden a gritos TIRANÍA SOCIALISTA.
Hay gente que, hasta no vivir en la miseria, no aprenderá.","['mientras', 'cuba', 'pide', 'libertad', 'tras', 'tirana', 'socialista', 'mientras', 'venezolanos', 'vive', 'pobreza', 'tras', 'tirana', 'socialista', 'chilenos', 'peruanos', 'colombianos', 'piden', 'gritos', 'tirana', 'gente', 'vivir', 'miseria', 'aprender', 'socialista']",Negative
"Dice López que representa a todos los mexicanos.

¡A MÍ NO ME REPRESENTA!","['dice', 'lpez', 'representa', 'representa', 'mexicanos']",Negative
Cuál fue la herida grave o potencialmente grave que se hicieron únicamente por torpes o pelotudos? Yo me metí el peine en el ojo peinándome a la mañana y me perforé una córnea estuve con parche UN MES mi vista en ese ojo comprometida 4ever 🤡🤡🤡,"['cul', 'herida', 'grave', 'potencialmente', 'grave', 'hicieron', 'nicamente', 'torpes', 'pelotudos', 'peine', 'ojo', 'peinndome', 'maana', 'perfor', 'crnea', 'parche', 'vista', 'ojo', 'comprometida', 'ever']",Negative
"No se ruega atención, ni tiempo, ni amistad, ni amor.","['ruega', 'atencin', 'tiempo', 'amistad', 'amor']",Negative
Quieren matar el fútbol https://t.co/u02aculRmR,"['quieren', 'matar', 'ftbol']",Negative
